fire_ID,latitude,longitude,size,perimeter,start_date,end_date,duration,speed,expansion,location,state,state_short,sentiment,magnitude,num_tweets
861058,-29.1104,124.0411,94.97,70.38,2016-11-29,2016-12-09,11,2.46,8.63,"Menzies, WA, Australia",Western Australia,WA,-0.10000000149011612,0.8999999761581421,2
861060,-29.0729,115.0715,1.07,5.56,2016-05-06,2016-05-08,3,0.6,0.36,"Irwin, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
861108,-29.3437,116.0548,0.64,3.7,2017-04-10,2017-04-10,1,0.53,0.64,"Perenjori, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861122,-29.4645,116.4656,0.86,4.63,2016-05-04,2016-05-09,6,0.42,0.14,"Perenjori, WA, Australia",Western Australia,WA,-0.30000001192092896,1.0,3
861134,-29.5687,116.1112,0.64,3.7,2017-04-10,2017-04-10,1,0.53,0.64,"Perenjori, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861144,-29.6229,116.3605,3.43,11.11,2017-04-11,2017-04-12,2,1.02,1.71,"Perenjori, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861150,-29.6562,116.0059,0.43,2.78,2017-04-10,2017-04-11,2,0.46,0.21,"Carnamah, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861162,-29.6854,116.0395,8.15,18.52,2017-04-05,2017-04-12,8,1.0,1.02,"Carnamah, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861172,-29.7062,116.006,4.5,17.59,2017-04-09,2017-04-11,3,2.28,1.5,"Carnamah, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861186,-29.8187,116.2468,3.86,11.11,2017-03-30,2017-04-08,10,0.97,0.39,"Coorow, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861194,-29.7812,116.2129,1.29,5.56,2017-04-06,2017-04-08,3,0.62,0.43,"Coorow, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861202,-29.8229,116.0355,1.07,4.63,2017-04-09,2017-04-11,3,0.54,0.36,"Coorow, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861204,-29.8312,116.1461,6.0,23.15,2017-03-25,2017-04-12,19,1.55,0.32,"Coorow, WA, Australia",Western Australia,WA,-0.4000000059604645,0.800000011920929,1
861208,-29.902,124.5534,121.33,103.71,2016-12-02,2016-12-10,9,8.84,13.48,"Menzies, WA, Australia",Western Australia,WA,-0.10000000149011612,0.8999999761581421,2
861220,-29.9062,123.2897,4.07,10.19,2016-11-29,2016-12-04,6,0.75,0.68,"Menzies, WA, Australia",Western Australia,WA,-0.10000000149011612,0.8999999761581421,2
861226,-29.9354,123.0614,67.53,62.97,2016-11-30,2016-12-10,11,3.19,6.14,"Menzies, WA, Australia",Western Australia,WA,-0.10000000149011612,0.8999999761581421,2
861242,-29.9979,117.2788,0.64,3.7,2016-11-24,2016-11-26,3,0.46,0.21,"Dalwallinu, WA, Australia",Western Australia,WA,-0.10000000149011612,0.10000000149011612,1
861246,-30.002,123.3124,150.7,101.86,2016-12-02,2016-12-08,7,7.2,21.53,"Menzies, WA, Australia",Western Australia,WA,-0.10000000149011612,0.8999999761581421,2
861266,-30.0937,123.4651,0.21,1.85,2016-12-07,2016-12-07,1,0.46,0.21,"Menzies, WA, Australia",Western Australia,WA,0.0,0.5,1
